Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",Berliani M. Nugrahani,"=""""","=""""",3,4.30,Riverhead Books,Paperback,371,2004,2003,2006/02/01,2008/04/12,book-club,book-club (#44),read,"A slim crowd, considering that it was 'Everybody Reads' month. One man said that he only has time to read one book a year, so he makes it this one, and then goes to every discussion group and lecture that he can.<br/><br/>A lively discussion. Carolyn even liked the book, although she admitted that it had flaws.",,,1,,,0,,,,,
7763,The Joy Luck Club,Amy Tan,"Tan, Amy",,"=""0143038095""","=""9780143038092""",4,3.93,Penguin Group,Paperback,288,2006,1989,,2013/06/12,,,read,,,,1,,,0,,,,,
10441,The Memory Keeper's Daughter,Kim Edwards,"Edwards, Kim",,"=""0143037145""","=""9780143037149""",4,3.67,Penguin Books,Paperback,401,2006,2005,2012/09/23,2013/05/20,book-club,book-club (#148),read,"A good discussion.  Opinions ranged the gamut.  It was a great book, a companion to The Crying Tree, and about the ramifications of lies and silences, and the redemption of forgiveness.  It was a good read, but not a memorable one.  It was meandering and unstructured, the result of a lazy writer.  It sugar-coated the very real problems encountered with raising a disabled child.  It was an easy read.  (This from Annika.  This might have been the first book in English that she was able to finish.)   <br/>",,,1,,,0,,,,,
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",4,4.06,Penguin Group,Paperback,302,2003,2001,,2013/05/29,,,read,,,,1,,,0,,,,,
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Lee Fahnestock, Norman MacAfee","=""""","=""""",4,4.18,Signet Classics,Mass Market Paperback,1463,1987,1862,,2013/06/12,,,read,,,,1,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",4,4.25,Penguin Classics,Paperback,1276,2003,1844,,2013/05/29,,,read,,,,1,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",5,3.85,Penguin Books,Paperback,489,2003,1859,,2013/05/21,classics,classics (#22),read,,,,1,,,0,,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",5,3.77,Penguin Classics,Paperback,541,2006,-700,,2013/06/12,,,read,,,,1,,,0,,,,,
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft","Percy Bysshe Shelley, Maurice Hindle","=""0141439475""","=""9780141439471""",2,3.81,Penguin,Paperback,273,2003,1818,2011/03/30,2013/05/16,classics,classics (#11),read,"Quite different from the movies, in that the monster is eloquent and intelligent, and speaks with the same vocabulary as his creator. Actually, every character in the book belongs to the same educated, upper-class realm, and each speaks with the same voice.",,,1,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier","=""0142437174""","=""9780142437179""",5,3.82,Penguin Classics,Paperback,327,2002,1884,,2013/06/12,,,read,,,,1,,,0,,,,,
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William","Paul Werstine, Barbara A. Mowat, Paavo Emil Cajander","=""0743477111""","=""9780743477116""",5,3.75,Simon Schuster,Paperback,301,2004,1595,,2013/06/12,,,read,,,,1,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",4,4.08,Dial Press,Paperback,275,1999,1969,2008/04/22,2008/04/12,book-club,book-club (#76),read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Peter Škerl","=""0452284244""","=""9780452284241""",4,3.95,NAL,Paperback,122,2003,1945,,2013/06/12,,,read,,,,1,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",5,3.88,Penguin Books,Paperback,103,2002,1937,,2013/06/12,,,read,,,,1,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Francis Scott Fitzgerald,"=""""","=""""",3,3.92,Scribner,Paperback,200,2004,1925,2014/03/25,2013/06/12,"book-club, classics","book-club (#170), classics (#31)",read,"Those of us who had been forced to read it in high school didn't like it then, and didn't like it any better now, having no empathy for the thoroughly unlikable (despicable, really) characters. With those of us who were a touch older and were meeting it for the first time (or who never managed to get  far into it very far into it) it fared much better. Here it came across as a snapshot into a world that was long gone but ever present, a world of greed and materialism and riding the bubble as if there were no tomorrow.<br/><br/>I appreciated the writing style - descriptive and virtually poetic - and liked the way he sketched in each main character on their first appearance - arrogant and proprietary, lazy and drifting, or haunted and romantic.  Everyone else was indistinguishable, a shallow, grasping mass in an unending party, using Gatsby for whatever they could take him for. There was a slim hope that Daisy and Gatsby's love for each other could transcend this grubby morass, but in the end she showed herself to be the biggest user of them all.<br/><br/>Even Nick, who supposes himself to be the only decent character in the lot and thus fit to judge those hedonistic east coasters, hasn't enough of a backbone to be his own man, but just drifts along with the crowd, drinking himself stupid on other people's booze.<br/>",,,1,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",5,4.28,Harper Perennial Modern Classics,Paperback,324,2006,1960,2009/11/24,2013/05/13,"book-club, classics","book-club (#101), classics (#10)",read,"Everyone loved it. The only quibble was that Atticus was maybe too good to be true. <br/><br/>The discussion ranged far afield. From how mental illness is viewed (assuming that that's what Boo's problem was) to growing up in a small town rather than a city. The teachers among us lamented that great books can get tedious when you're teaching it year after year (and you start to notice the flaws after a while).  We thought that the Missionary Society tea party was particularly well written, and that the revered Reverend J. Grimes Everett was most probably a charlatan (a televangelist before TV), which segued into how Catholic children used to save their dimes to 'buy' pagan babies.<br/>",,,1,,,0,,,,,
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",3,4.01,Knopf,Hardcover,315,2012,2012,2014/04/22,2013/06/23,book-club,book-club (#176),read,,,,1,,,0,,,,,
158516,The Twelve Chairs,Ilya Ilf,"Ilf, Ilya","Yevgeny Petrov, Maurice Friedberg, John H.C. Richardson","=""0810114844""","=""9780810114845""",4,4.42,Northwestern University Press,Paperback,395,1997,1928,,2014/04/11,,,read,,,,1,,,0,,,,,
13085596,The Strange Case of Dr. Jekyll and Mr. Hyde & Markheim,Robert Louis Stevenson,"Stevenson, Robert Louis",,"=""1843794454""","=""9781843794455""",5,4.09,Naxos Audiobooks,Audio CD,,2011,,2014/04/06,2014/04/05,classics,classics (#39),read,,,,1,,,0,,,,,
18296161,"Murder on the Home Front: A True Story of Morgues, Murderers, and Mysteries During the London Blitz",Molly Lefebure,"Lefebure, Molly",,"=""1455576069""","=""9781455576067""",0,3.62,Grand Central Publishing,Paperback,288,2014,1955,,2014/04/02,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
16124446,"The Woman Who Died a Lot (Thursday Next, #7)",Jasper Fforde,"Fforde, Jasper",Emily Gray,"=""1464045984""","=""9781464045981""",3,4.06,Recorded Books,Audiobook,11,2012,2012,2014/03/30,2013/05/13,,,read,"Another delightful foray into the world of Thursday Next.  Into yet another world, because the rules change with every new book.",,,1,,,0,,,,,
15849564,The Aviator's Wife,Melanie Benjamin,"Benjamin, Melanie",,"=""0345534697""","=""9780345534699""",2,3.90,Delacorte Press,ebook,416,2013,2013,2014/03/27,2014/03/06,,,read,,,,1,,,0,,,,,
17910,Travesties,Tom Stoppard,"Stoppard, Tom",,"=""0802150896""","=""9780802150899""",0,3.96,Grove Press,Paperback,96,1994,1975,,2014/03/19,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
108305,Triangle: The Fire That Changed America,David von Drehle,"Drehle, David von",,"=""080214151X""","=""9780802141514""",0,3.99,Grove Press,Paperback,340,2004,2003,,2014/03/19,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
63832,Blue Highways,William Least Heat-Moon,"Heat-Moon, William Least",,"=""""","=""""",0,4.01,Back Bay Books,Paperback,428,1999,1982,,2014/03/19,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.38,Penguin Books,Paperback,601,2002,1952,,2014/03/19,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
25014,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,"Winchester, Simon",,"=""0060931809""","=""9780060931803""",4,3.82,Perennial,Paperback,329,2002,2001,,2014/03/19,,,read,,,,1,,,0,,,,,
12914,The Aeneid,Virgil,"Virgil, Virgil",Robert Fitzgerald,"=""0679729526""","=""9780679729525""",5,3.84,Vintage,Paperback,442,1990,-19,,2014/03/19,,,read,,,,1,,,0,,,,,
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",4,3.97,Scribner,Paperback,471,1995,1940,,2014/03/19,,,read,,,,1,,,0,,,,,
26950,The Custom of the Country,Edith Wharton,"Wharton, Edith",Linda Wagner-Martin,"=""0143039709""","=""9780143039709""",0,4.03,Penguin Classics,Paperback,370,2006,1913,,2014/03/19,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
97381,The Queen of Spades and Other Stories,Alexander Pushkin,"Pushkin, Alexander","Andrew Kahn, Alan Myers","=""0192839543""","=""9780192839541""",4,4.13,Oxford University Press,Paperback,336,1999,1834,,2014/03/19,,,read,,,,1,,,0,,,,,
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",4,3.92,Penguin Classics,Paperback,255,1993,1921,,2014/03/19,,,read,,,,1,,,0,,,,,
27822,Eugene Onegin,Alexander Pushkin,"Pushkin, Alexander",James E. Falen,"=""0192838997""","=""9780192838995""",5,4.10,Oxford University Press,Paperback,240,1998,1833,,2014/03/19,,,read,,,,1,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",3,3.88,Vintage,Paperback,226,2004,2003,2014/03/14,2013/07/12,,,read,"Not a mystery, but a coming-of-age novella, narrated by an autistic boy.  You get to see the world through his eyes, and watch him leave the safe cocoon of his familiar world, stumbling through all the normal things that we take for granted.  A slender book, which was probably good, as the conceit might have gotten stale if it had gone on too long.",,,1,,,0,,,,,
819236,"Dragon's Lair (Justin de Quincy, #3)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""0345434234""","=""9780345434234""",0,4.02,Ballantine Books,Paperback,352,2004,2003,,2014/03/07,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
10437680,Lionheart (Plantagenets #4),Sharon Kay Penman,"Penman, Sharon Kay",,"=""0399157859""","=""9780399157851""",0,4.10,G.P. Putnam's Sons,Hardcover,594,2011,2011,,2014/03/07,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
234558,"Cruel as the Grave (Justin de Quincy, #2)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""0345441443""","=""9780345441447""",0,3.93,Fawcett,Paperback,272,2001,1998,,2014/03/07,,,read,,,,1,,,0,,,,,
234560,"Time and Chance (Henry II & Eleanor of Aquitaine, #2)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""0345396723""","=""9780345396723""",0,4.29,Ballantine Books,Paperback,544,2003,2002,,2014/03/07,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
234559,"The Queen's Man (Justin de Quincy, #1)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""034542316X""","=""9780345423160""",0,3.88,Fawcett,Mass Market Paperback,288,2000,1996,,2014/03/07,,,read,,,,1,,,0,,,,,
119825,"The Reckoning  (Welsh Princes, #3)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""0345378881""","=""9780345378880""",0,4.45,Ballantine Books,Paperback,592,1992,1991,,2014/03/07,,,read,,,,1,,,0,,,,,
77448,"Falls the Shadow  (Welsh Princes, #2)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""0345360338""","=""9780345360335""",0,4.40,Ballantine Books,Paperback,580,1989,1988,,2014/03/07,,,read,,,,1,,,0,,,,,
43841,"When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine, #1)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""0345396685""","=""9780345396686""",0,4.25,Ballantine Books,Paperback,784,1996,1994,,2014/03/07,,,read,,,,1,,,0,,,,,
77449,"Here Be Dragons (Welsh Princes, #1)",Sharon Kay Penman,"Penman, Sharon Kay",,"=""0345382846""","=""9780345382849""",0,4.29,Ballantine Books,Paperback,704,1993,1985,,2014/03/07,,,read,,,,1,,,0,,,,,
119829,The Sunne in Splendour,Sharon Kay Penman,"Penman, Sharon Kay",,"=""0345363132""","=""9780345363138""",0,4.39,Ballantine Books,Paperback,936,1990,1982,,2014/03/07,,,read,,,,1,,,0,,,,,
15798097,Gone Girl,Gillian Flynn,"Flynn, Gillian","Julia Whelan, Kirby Heyborne","=""0385366752""","=""9780385366755""",2,4.07,"Random House Audio - 15 CD's, 19 Hours",Audio CD,,2012,2012,2014/03/04,2013/12/19,,,read,"One long ""he said, she said"", with both spouses lying, to each other, to the police, to us, and even to themselves.  It was a trudge, and would have been easier to swallow if it'd been edited down and tightened up a bit.  To say that the characters were not likable would be the understatement of the year.  The best that can be said is that they truly deserved each other.",,,1,,,0,,,,,
17558270,My Beloved World,Sonia Sotomayor,"Sotomayor, Sonia",,"=""""","=""""",3,4.07,Vintage,Kindle Edition,353,2013,2013,2014/02/25,2013/06/23,book-club,book-club (#175),read,"The book was well received, despite a few quibbles.  (Like how can a book about such an accomplished woman, in the first person, not come off as self-aggrandizing.)  I found her attitude, and her humility, refreshing, in that she credited her success to sheer luck, or to the support of her many mentors, or the love of her family.  And only as an afterthought to her own intelligence or to the discipline that she was forced to learn at a young age.  (It certainly wasn't due to her parochial school upbringing, which ill-prepared her for a demanding college.)  She makes a strong argument for affirmative action, as a means to sift out the promising students who would otherwise be condemned to continued poverty.  And it is inarguable that the world is a better place because she herself was so plucked out.",,,1,,,0,,,,,
9531458,"Untitled (Shades of Grey, #2)",Jasper Fforde,"Fforde, Jasper",,"=""""","=""""",0,4.04,Hodder & Stoughton,Hardcover,,,,,2014/02/05,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
295960,"Fugitive Colors (Sigrid Harald, #8)",Margaret Maron,"Maron, Margaret",,"=""0446403938""","=""9780446403931""",0,4.03,Mysterious Press,Paperback,256,1996,1995,,2014/02/05,,,read,,,,1,,,0,,,,,
552342,"Past Imperfect (Sigrid Harald, #7)",Margaret Maron,"Maron, Margaret",,"=""0553295462""","=""9780553295467""",0,4.06,Crimeline,Mass Market Paperback,229,1992,1991,,2014/02/05,,,read,,,,1,,,0,,,,,
537286,"Baby Doll Games (Sigrid Harald, #5)",Margaret Maron,"Maron, Margaret",,"=""0446404187""","=""9780446404181""",0,3.92,Mysterious Press,Paperback,,1995,1988,,2014/02/05,,,read,,,,1,,,0,,,,,
